"","cell_type","0","1","virus"
"5870","Inhibitory neurons",NA,6,"UP000029742"
"5871","Intestinal goblet cells",6,NA,"UP000029742"
"5872","Ionocytes",6,NA,"UP000029742"
"5873","Kupffer cells",6,NA,"UP000029742"
"5874","Langerhans cells",6,NA,"UP000029742"
"5875","Late spermatids",NA,6,"UP000029742"
"5876","Leydig cells",6,NA,"UP000029742"
"5877","Lymphatic endothelial cells",6,NA,"UP000029742"
"5878","Macrophages",6,NA,"UP000029742"
"5879","Melanocytes",6,NA,"UP000029742"
"5880","Mesothelial cells",6,NA,"UP000029742"
"5881","Microglial cells",4,2,"UP000029742"
"5882","Mucus glandular cells",6,NA,"UP000029742"
"5883","Muller glia cells",6,NA,"UP000029742"
"5884","NK-cells",6,NA,"UP000029742"
"5885","Oligodendrocyte precursor cells",3,3,"UP000029742"
"5886","Oligodendrocytes",NA,6,"UP000029742"
"5887","Oocytes",3,3,"UP000029742"
"5888","Ovarian stromal cells",6,NA,"UP000029742"
"5889","Pancreatic endocrine cells",6,NA,"UP000029742"
"5890","Paneth cells",6,NA,"UP000029742"
"5891","Peritubular cells",6,NA,"UP000029742"
"5892","Plasma cells",6,NA,"UP000029742"
"5893","Prostatic glandular cells",6,NA,"UP000029742"
"5894","Proximal enterocytes",6,NA,"UP000029742"
"5895","Proximal tubular cells",6,NA,"UP000029742"
"5896","Rod photoreceptor cells",6,NA,"UP000029742"
"5897","Salivary duct cells",6,NA,"UP000029742"
"5898","Schwann cells",6,NA,"UP000029742"
"5899","Secretory cells",6,NA,"UP000029742"
"5900","Serous glandular cells",6,NA,"UP000029742"
"5901","Sertoli cells",6,NA,"UP000029742"
"5902","Skeletal myocytes",6,NA,"UP000029742"
"5903","Smooth muscle cells",6,NA,"UP000029742"
"5904","Spermatocytes",1,5,"UP000029742"
"5905","Spermatogonia",4,2,"UP000029742"
"5906","Squamous epithelial cells",6,NA,"UP000029742"
"5907","Suprabasal keratinocytes",6,NA,"UP000029742"
"5908","Syncytiotrophoblasts",NA,6,"UP000029742"
"5909","T-cells",6,NA,"UP000029742"
"5910","Undifferentiated cells",6,NA,"UP000029742"
"5911","dendritic cells",6,NA,"UP000029742"
"5912","granulocytes",6,NA,"UP000029742"
"5913","monocytes",6,NA,"UP000029742"
"5914","Adipocytes",4,NA,"UP000000667"
"5915","Alveolar cells type 1",4,NA,"UP000000667"
"5916","Alveolar cells type 2",4,NA,"UP000000667"
"5917","Astrocytes",3,1,"UP000000667"
"5918","B-cells",4,NA,"UP000000667"
"5919","Basal keratinocytes",4,NA,"UP000000667"
"5920","Basal prostatic cells",4,NA,"UP000000667"
"5921","Basal respiratory cells",4,NA,"UP000000667"
"5922","Basal squamous epithelial cells",4,NA,"UP000000667"
"5923","Bipolar cells",4,NA,"UP000000667"
"5924","Breast glandular cells",4,NA,"UP000000667"
"5925","Breast myoepithelial cells",4,NA,"UP000000667"
"5926","Cardiomyocytes",4,NA,"UP000000667"
"5927","Cholangiocytes",4,NA,"UP000000667"
"5928","Ciliated cells",3,1,"UP000000667"
"5929","Club cells",4,NA,"UP000000667"
"5930","Collecting duct cells",4,NA,"UP000000667"
"5931","Cone photoreceptor cells",4,NA,"UP000000667"
"5932","Cytotrophoblasts",4,NA,"UP000000667"
"5933","Distal enterocytes",4,NA,"UP000000667"
"5934","Distal tubular cells",4,NA,"UP000000667"
"5935","Ductal cells",4,NA,"UP000000667"
"5936","Early spermatids",2,2,"UP000000667"
"5937","Endometrial stromal cells",2,2,"UP000000667"
"5938","Endothelial cells",4,NA,"UP000000667"
"5939","Enteroendocrine cells",4,NA,"UP000000667"
"5940","Erythroid cells",4,NA,"UP000000667"
"5941","Excitatory neurons",4,NA,"UP000000667"
"5942","Exocrine glandular cells",4,NA,"UP000000667"
"5943","Extravillous trophoblasts",4,NA,"UP000000667"
"5944","Fibroblasts",2,2,"UP000000667"
"5945","Gastric mucus-secreting cells",4,NA,"UP000000667"
"5946","Glandular and luminal cells",4,NA,"UP000000667"
"5947","Granulosa cells",4,NA,"UP000000667"
"5948","Hepatocytes",4,NA,"UP000000667"
"5949","Hofbauer cells",4,NA,"UP000000667"
"5950","Horizontal cells",4,NA,"UP000000667"
"5951","Inhibitory neurons",4,NA,"UP000000667"
"5952","Intestinal goblet cells",4,NA,"UP000000667"
"5953","Ionocytes",4,NA,"UP000000667"
"5954","Kupffer cells",4,NA,"UP000000667"
"5955","Langerhans cells",4,NA,"UP000000667"
"5956","Late spermatids",4,NA,"UP000000667"
"5957","Leydig cells",2,2,"UP000000667"
"5958","Lymphatic endothelial cells",4,NA,"UP000000667"
"5959","Macrophages",4,NA,"UP000000667"
"5960","Melanocytes",4,NA,"UP000000667"
"5961","Mesothelial cells",2,2,"UP000000667"
"5962","Microglial cells",4,NA,"UP000000667"
"5963","Mucus glandular cells",4,NA,"UP000000667"
"5964","Muller glia cells",4,NA,"UP000000667"
"5965","NK-cells",4,NA,"UP000000667"
"5966","Oligodendrocyte precursor cells",4,NA,"UP000000667"
"5967","Oligodendrocytes",4,NA,"UP000000667"
"5968","Oocytes",3,1,"UP000000667"
"5969","Ovarian stromal cells",4,NA,"UP000000667"
"5970","Pancreatic endocrine cells",4,NA,"UP000000667"
"5971","Paneth cells",4,NA,"UP000000667"
"5972","Peritubular cells",4,NA,"UP000000667"
"5973","Plasma cells",4,NA,"UP000000667"
"5974","Prostatic glandular cells",3,1,"UP000000667"
"5975","Proximal enterocytes",4,NA,"UP000000667"
"5976","Proximal tubular cells",4,NA,"UP000000667"
"5977","Rod photoreceptor cells",4,NA,"UP000000667"
"5978","Salivary duct cells",4,NA,"UP000000667"
"5979","Schwann cells",4,NA,"UP000000667"
"5980","Secretory cells",4,NA,"UP000000667"
"5981","Serous glandular cells",4,NA,"UP000000667"
"5982","Sertoli cells",4,NA,"UP000000667"
"5983","Skeletal myocytes",4,NA,"UP000000667"
"5984","Smooth muscle cells",2,2,"UP000000667"
"5985","Spermatocytes",4,NA,"UP000000667"
"5986","Spermatogonia",4,NA,"UP000000667"
"5987","Squamous epithelial cells",4,NA,"UP000000667"
"5988","Suprabasal keratinocytes",4,NA,"UP000000667"
"5989","Syncytiotrophoblasts",4,NA,"UP000000667"
"5990","T-cells",4,NA,"UP000000667"
"5991","Undifferentiated cells",4,NA,"UP000000667"
"5992","dendritic cells",4,NA,"UP000000667"
"5993","granulocytes",4,NA,"UP000000667"
"5994","monocytes",4,NA,"UP000000667"
"5995","Adipocytes",5,1,"UP000464024"
"5996","Alveolar cells type 1",6,NA,"UP000464024"
"5997","Alveolar cells type 2",6,NA,"UP000464024"
"5998","Astrocytes",6,NA,"UP000464024"
"5999","B-cells",6,NA,"UP000464024"
"6000","Basal keratinocytes",6,NA,"UP000464024"
"6001","Basal prostatic cells",6,NA,"UP000464024"
"6002","Basal respiratory cells",6,NA,"UP000464024"
"6003","Basal squamous epithelial cells",6,NA,"UP000464024"
"6004","Bipolar cells",6,NA,"UP000464024"
"6005","Breast glandular cells",6,NA,"UP000464024"
"6006","Breast myoepithelial cells",6,NA,"UP000464024"
"6007","Cardiomyocytes",6,NA,"UP000464024"
"6008","Cholangiocytes",6,NA,"UP000464024"
"6009","Ciliated cells",6,NA,"UP000464024"
"6010","Club cells",6,NA,"UP000464024"
"6011","Collecting duct cells",6,NA,"UP000464024"
"6012","Cone photoreceptor cells",4,2,"UP000464024"
"6013","Cytotrophoblasts",6,NA,"UP000464024"
"6014","Distal enterocytes",6,NA,"UP000464024"
"6015","Distal tubular cells",6,NA,"UP000464024"
"6016","Ductal cells",6,NA,"UP000464024"
"6017","Early spermatids",4,2,"UP000464024"
"6018","Endometrial stromal cells",6,NA,"UP000464024"
"6019","Endothelial cells",5,1,"UP000464024"
"6020","Enteroendocrine cells",6,NA,"UP000464024"
"6021","Erythroid cells",6,NA,"UP000464024"
"6022","Excitatory neurons",5,1,"UP000464024"
"6023","Exocrine glandular cells",6,NA,"UP000464024"
"6024","Extravillous trophoblasts",6,NA,"UP000464024"
"6025","Fibroblasts",6,NA,"UP000464024"
"6026","Gastric mucus-secreting cells",4,2,"UP000464024"
"6027","Glandular and luminal cells",6,NA,"UP000464024"
"6028","Granulosa cells",6,NA,"UP000464024"
"6029","Hepatocytes",6,NA,"UP000464024"
"6030","Hofbauer cells",6,NA,"UP000464024"
"6031","Horizontal cells",6,NA,"UP000464024"
"6032","Inhibitory neurons",6,NA,"UP000464024"
"6033","Intestinal goblet cells",6,NA,"UP000464024"
"6034","Ionocytes",6,NA,"UP000464024"
"6035","Kupffer cells",6,NA,"UP000464024"
"6036","Langerhans cells",6,NA,"UP000464024"
"6037","Late spermatids",3,3,"UP000464024"
"6038","Leydig cells",6,NA,"UP000464024"
"6039","Lymphatic endothelial cells",5,1,"UP000464024"
"6040","Macrophages",6,NA,"UP000464024"
"6041","Melanocytes",6,NA,"UP000464024"
"6042","Mesothelial cells",6,NA,"UP000464024"
"6043","Microglial cells",6,NA,"UP000464024"
"6044","Mucus glandular cells",6,NA,"UP000464024"
"6045","Muller glia cells",6,NA,"UP000464024"
"6046","NK-cells",6,NA,"UP000464024"
"6047","Oligodendrocyte precursor cells",6,NA,"UP000464024"
"6048","Oligodendrocytes",6,NA,"UP000464024"
"6049","Oocytes",6,NA,"UP000464024"
"6050","Ovarian stromal cells",6,NA,"UP000464024"
"6051","Pancreatic endocrine cells",6,NA,"UP000464024"
"6052","Paneth cells",6,NA,"UP000464024"
"6053","Peritubular cells",6,NA,"UP000464024"
"6054","Plasma cells",6,NA,"UP000464024"
"6055","Prostatic glandular cells",6,NA,"UP000464024"
"6056","Proximal enterocytes",6,NA,"UP000464024"
"6057","Proximal tubular cells",6,NA,"UP000464024"
"6058","Rod photoreceptor cells",6,NA,"UP000464024"
"6059","Salivary duct cells",6,NA,"UP000464024"
"6060","Schwann cells",6,NA,"UP000464024"
"6061","Secretory cells",6,NA,"UP000464024"
"6062","Serous glandular cells",6,NA,"UP000464024"
"6063","Sertoli cells",6,NA,"UP000464024"
"6064","Skeletal myocytes",6,NA,"UP000464024"
"6065","Smooth muscle cells",6,NA,"UP000464024"
"6066","Spermatocytes",6,NA,"UP000464024"
"6067","Spermatogonia",6,NA,"UP000464024"
"6068","Squamous epithelial cells",6,NA,"UP000464024"
"6069","Suprabasal keratinocytes",6,NA,"UP000464024"
"6070","Syncytiotrophoblasts",6,NA,"UP000464024"
"6071","T-cells",6,NA,"UP000464024"
"6072","Undifferentiated cells",6,NA,"UP000464024"
"6073","dendritic cells",6,NA,"UP000464024"
"6074","granulocytes",6,NA,"UP000464024"
"6075","monocytes",6,NA,"UP000464024"
"6076","Adipocytes",2,NA,"UP000207620"
"6077","Alveolar cells type 1",2,NA,"UP000207620"
"6078","Alveolar cells type 2",2,NA,"UP000207620"
"6079","Astrocytes",2,NA,"UP000207620"
"6080","B-cells",2,NA,"UP000207620"
"6081","Basal keratinocytes",2,NA,"UP000207620"
"6082","Basal prostatic cells",2,NA,"UP000207620"
"6083","Basal respiratory cells",2,NA,"UP000207620"
"6084","Basal squamous epithelial cells",2,NA,"UP000207620"
"6085","Bipolar cells",2,NA,"UP000207620"
"6086","Breast glandular cells",2,NA,"UP000207620"
"6087","Breast myoepithelial cells",2,NA,"UP000207620"
"6088","Cardiomyocytes",2,NA,"UP000207620"
"6089","Cholangiocytes",2,NA,"UP000207620"
"6090","Ciliated cells",2,NA,"UP000207620"
"6091","Club cells",2,NA,"UP000207620"
"6092","Collecting duct cells",2,NA,"UP000207620"
"6093","Cone photoreceptor cells",2,NA,"UP000207620"
"6094","Cytotrophoblasts",2,NA,"UP000207620"
"6095","Distal enterocytes",2,NA,"UP000207620"
"6096","Distal tubular cells",2,NA,"UP000207620"
"6097","Ductal cells",1,1,"UP000207620"
"6098","Early spermatids",2,NA,"UP000207620"
"6099","Endometrial stromal cells",2,NA,"UP000207620"
"6100","Endothelial cells",2,NA,"UP000207620"
"6101","Enteroendocrine cells",2,NA,"UP000207620"
"6102","Erythroid cells",2,NA,"UP000207620"
"6103","Excitatory neurons",2,NA,"UP000207620"
"6104","Exocrine glandular cells",2,NA,"UP000207620"
"6105","Extravillous trophoblasts",2,NA,"UP000207620"
"6106","Fibroblasts",2,NA,"UP000207620"
"6107","Gastric mucus-secreting cells",2,NA,"UP000207620"
"6108","Glandular and luminal cells",2,NA,"UP000207620"
"6109","Granulosa cells",2,NA,"UP000207620"
"6110","Hepatocytes",2,NA,"UP000207620"
"6111","Hofbauer cells",2,NA,"UP000207620"
"6112","Horizontal cells",2,NA,"UP000207620"
"6113","Inhibitory neurons",2,NA,"UP000207620"
"6114","Intestinal goblet cells",2,NA,"UP000207620"
"6115","Ionocytes",2,NA,"UP000207620"
"6116","Kupffer cells",2,NA,"UP000207620"
"6117","Langerhans cells",2,NA,"UP000207620"
"6118","Late spermatids",2,NA,"UP000207620"
"6119","Leydig cells",2,NA,"UP000207620"
"6120","Lymphatic endothelial cells",2,NA,"UP000207620"
"6121","Macrophages",2,NA,"UP000207620"
"6122","Melanocytes",2,NA,"UP000207620"
"6123","Mesothelial cells",2,NA,"UP000207620"
"6124","Microglial cells",2,NA,"UP000207620"
"6125","Mucus glandular cells",2,NA,"UP000207620"
"6126","Muller glia cells",2,NA,"UP000207620"
"6127","NK-cells",2,NA,"UP000207620"
"6128","Oligodendrocyte precursor cells",2,NA,"UP000207620"
"6129","Oligodendrocytes",2,NA,"UP000207620"
"6130","Oocytes",2,NA,"UP000207620"
"6131","Ovarian stromal cells",2,NA,"UP000207620"
"6132","Pancreatic endocrine cells",2,NA,"UP000207620"
"6133","Paneth cells",2,NA,"UP000207620"
"6134","Peritubular cells",2,NA,"UP000207620"
"6135","Plasma cells",2,NA,"UP000207620"
"6136","Prostatic glandular cells",2,NA,"UP000207620"
"6137","Proximal enterocytes",NA,2,"UP000207620"
"6138","Proximal tubular cells",2,NA,"UP000207620"
"6139","Rod photoreceptor cells",2,NA,"UP000207620"
"6140","Salivary duct cells",2,NA,"UP000207620"
"6141","Schwann cells",2,NA,"UP000207620"
"6142","Secretory cells",2,NA,"UP000207620"
"6143","Serous glandular cells",2,NA,"UP000207620"
"6144","Sertoli cells",2,NA,"UP000207620"
"6145","Skeletal myocytes",2,NA,"UP000207620"
"6146","Smooth muscle cells",2,NA,"UP000207620"
"6147","Spermatocytes",2,NA,"UP000207620"
"6148","Spermatogonia",2,NA,"UP000207620"
"6149","Squamous epithelial cells",2,NA,"UP000207620"
"6150","Suprabasal keratinocytes",2,NA,"UP000207620"
"6151","Syncytiotrophoblasts",2,NA,"UP000207620"
"6152","T-cells",2,NA,"UP000207620"
"6153","Undifferentiated cells",1,1,"UP000207620"
"6154","dendritic cells",2,NA,"UP000207620"
"6155","granulocytes",2,NA,"UP000207620"
"6156","monocytes",2,NA,"UP000207620"
"6157","Adipocytes",1,NA,"UP000001063"
"6158","Alveolar cells type 1",1,NA,"UP000001063"
"6159","Alveolar cells type 2",1,NA,"UP000001063"
"6160","Astrocytes",1,NA,"UP000001063"
"6161","B-cells",1,NA,"UP000001063"
"6162","Basal keratinocytes",1,NA,"UP000001063"
"6163","Basal prostatic cells",1,NA,"UP000001063"
"6164","Basal respiratory cells",1,NA,"UP000001063"
"6165","Basal squamous epithelial cells",1,NA,"UP000001063"
"6166","Bipolar cells",1,NA,"UP000001063"
"6167","Breast glandular cells",1,NA,"UP000001063"
"6168","Breast myoepithelial cells",1,NA,"UP000001063"
"6169","Cardiomyocytes",1,NA,"UP000001063"
"6170","Cholangiocytes",1,NA,"UP000001063"
"6171","Ciliated cells",1,NA,"UP000001063"
"6172","Club cells",1,NA,"UP000001063"
"6173","Collecting duct cells",1,NA,"UP000001063"
"6174","Cone photoreceptor cells",1,NA,"UP000001063"
"6175","Cytotrophoblasts",1,NA,"UP000001063"
"6176","Distal enterocytes",1,NA,"UP000001063"
"6177","Distal tubular cells",1,NA,"UP000001063"
"6178","Ductal cells",1,NA,"UP000001063"
"6179","Early spermatids",1,NA,"UP000001063"
"6180","Endometrial stromal cells",1,NA,"UP000001063"
"6181","Endothelial cells",1,NA,"UP000001063"
"6182","Enteroendocrine cells",1,NA,"UP000001063"
"6183","Erythroid cells",1,NA,"UP000001063"
"6184","Excitatory neurons",NA,1,"UP000001063"
"6185","Exocrine glandular cells",1,NA,"UP000001063"
"6186","Extravillous trophoblasts",1,NA,"UP000001063"
"6187","Fibroblasts",1,NA,"UP000001063"
"6188","Gastric mucus-secreting cells",1,NA,"UP000001063"
"6189","Glandular and luminal cells",1,NA,"UP000001063"
"6190","Granulosa cells",1,NA,"UP000001063"
"6191","Hepatocytes",1,NA,"UP000001063"
"6192","Hofbauer cells",1,NA,"UP000001063"
"6193","Horizontal cells",1,NA,"UP000001063"
"6194","Inhibitory neurons",1,NA,"UP000001063"
"6195","Intestinal goblet cells",1,NA,"UP000001063"
"6196","Ionocytes",1,NA,"UP000001063"
"6197","Kupffer cells",1,NA,"UP000001063"
"6198","Langerhans cells",1,NA,"UP000001063"
"6199","Late spermatids",1,NA,"UP000001063"
"6200","Leydig cells",1,NA,"UP000001063"
"6201","Lymphatic endothelial cells",1,NA,"UP000001063"
"6202","Macrophages",1,NA,"UP000001063"
"6203","Melanocytes",1,NA,"UP000001063"
"6204","Mesothelial cells",1,NA,"UP000001063"
"6205","Microglial cells",1,NA,"UP000001063"
"6206","Mucus glandular cells",1,NA,"UP000001063"
"6207","Muller glia cells",1,NA,"UP000001063"
"6208","NK-cells",1,NA,"UP000001063"
"6209","Oligodendrocyte precursor cells",1,NA,"UP000001063"
"6210","Oligodendrocytes",1,NA,"UP000001063"
"6211","Oocytes",1,NA,"UP000001063"
"6212","Ovarian stromal cells",1,NA,"UP000001063"
"6213","Pancreatic endocrine cells",1,NA,"UP000001063"
"6214","Paneth cells",1,NA,"UP000001063"
"6215","Peritubular cells",1,NA,"UP000001063"
"6216","Plasma cells",1,NA,"UP000001063"
"6217","Prostatic glandular cells",1,NA,"UP000001063"
"6218","Proximal enterocytes",1,NA,"UP000001063"
"6219","Proximal tubular cells",1,NA,"UP000001063"
"6220","Rod photoreceptor cells",1,NA,"UP000001063"
"6221","Salivary duct cells",1,NA,"UP000001063"
"6222","Schwann cells",1,NA,"UP000001063"
"6223","Secretory cells",1,NA,"UP000001063"
"6224","Serous glandular cells",1,NA,"UP000001063"
"6225","Sertoli cells",1,NA,"UP000001063"
"6226","Skeletal myocytes",1,NA,"UP000001063"
"6227","Smooth muscle cells",1,NA,"UP000001063"
"6228","Spermatocytes",1,NA,"UP000001063"
"6229","Spermatogonia",1,NA,"UP000001063"
"6230","Squamous epithelial cells",1,NA,"UP000001063"
"6231","Suprabasal keratinocytes",1,NA,"UP000001063"
"6232","Syncytiotrophoblasts",1,NA,"UP000001063"
"6233","T-cells",1,NA,"UP000001063"
"6234","Undifferentiated cells",1,NA,"UP000001063"
"6235","dendritic cells",1,NA,"UP000001063"
"6236","granulocytes",1,NA,"UP000001063"
"6237","monocytes",1,NA,"UP000001063"
"6238","Adipocytes",8,NA,"UP000006710"
"6239","Alveolar cells type 1",8,NA,"UP000006710"
"6240","Alveolar cells type 2",8,NA,"UP000006710"
"6241","Astrocytes",4,4,"UP000006710"
"6242","B-cells",8,NA,"UP000006710"
"6243","Basal keratinocytes",8,NA,"UP000006710"
"6244","Basal prostatic cells",8,NA,"UP000006710"
"6245","Basal respiratory cells",8,NA,"UP000006710"
"6246","Basal squamous epithelial cells",8,NA,"UP000006710"
"6247","Bipolar cells",8,NA,"UP000006710"
"6248","Breast glandular cells",8,NA,"UP000006710"
"6249","Breast myoepithelial cells",8,NA,"UP000006710"
"6250","Cardiomyocytes",8,NA,"UP000006710"
"6251","Cholangiocytes",8,NA,"UP000006710"
"6252","Ciliated cells",8,NA,"UP000006710"
"6253","Club cells",8,NA,"UP000006710"
"6254","Collecting duct cells",8,NA,"UP000006710"
"6255","Cone photoreceptor cells",8,NA,"UP000006710"
"6256","Cytotrophoblasts",6,2,"UP000006710"
"6257","Distal enterocytes",8,NA,"UP000006710"
"6258","Distal tubular cells",8,NA,"UP000006710"
"6259","Ductal cells",8,NA,"UP000006710"
"6260","Early spermatids",6,2,"UP000006710"
"6261","Endometrial stromal cells",6,2,"UP000006710"
"6262","Endothelial cells",8,NA,"UP000006710"
"6263","Enteroendocrine cells",8,NA,"UP000006710"
"6264","Erythroid cells",8,NA,"UP000006710"
"6265","Excitatory neurons",8,NA,"UP000006710"
"6266","Exocrine glandular cells",8,NA,"UP000006710"
"6267","Extravillous trophoblasts",6,2,"UP000006710"
"6268","Fibroblasts",8,NA,"UP000006710"
"6269","Gastric mucus-secreting cells",8,NA,"UP000006710"
"6270","Glandular and luminal cells",8,NA,"UP000006710"
"6271","Granulosa cells",8,NA,"UP000006710"
"6272","Hepatocytes",6,2,"UP000006710"
"6273","Hofbauer cells",8,NA,"UP000006710"
"6274","Horizontal cells",8,NA,"UP000006710"
"6275","Inhibitory neurons",8,NA,"UP000006710"
"6276","Intestinal goblet cells",8,NA,"UP000006710"
"6277","Ionocytes",8,NA,"UP000006710"
"6278","Kupffer cells",8,NA,"UP000006710"
"6279","Langerhans cells",8,NA,"UP000006710"
"6280","Late spermatids",6,2,"UP000006710"
"6281","Leydig cells",8,NA,"UP000006710"
"6282","Lymphatic endothelial cells",8,NA,"UP000006710"
"6283","Macrophages",8,NA,"UP000006710"
"6284","Melanocytes",8,NA,"UP000006710"
"6285","Mesothelial cells",8,NA,"UP000006710"
"6286","Microglial cells",4,4,"UP000006710"
"6287","Mucus glandular cells",8,NA,"UP000006710"
"6288","Muller glia cells",8,NA,"UP000006710"
"6289","NK-cells",8,NA,"UP000006710"
"6290","Oligodendrocyte precursor cells",4,4,"UP000006710"
"6291","Oligodendrocytes",4,4,"UP000006710"
"6292","Oocytes",8,NA,"UP000006710"
"6293","Ovarian stromal cells",8,NA,"UP000006710"
"6294","Pancreatic endocrine cells",8,NA,"UP000006710"
"6295","Paneth cells",8,NA,"UP000006710"
"6296","Peritubular cells",8,NA,"UP000006710"
"6297","Plasma cells",8,NA,"UP000006710"
"6298","Prostatic glandular cells",8,NA,"UP000006710"
"6299","Proximal enterocytes",8,NA,"UP000006710"
"6300","Proximal tubular cells",8,NA,"UP000006710"
"6301","Rod photoreceptor cells",8,NA,"UP000006710"
"6302","Salivary duct cells",8,NA,"UP000006710"
"6303","Schwann cells",8,NA,"UP000006710"
"6304","Secretory cells",8,NA,"UP000006710"
"6305","Serous glandular cells",8,NA,"UP000006710"
"6306","Sertoli cells",8,NA,"UP000006710"
"6307","Skeletal myocytes",6,2,"UP000006710"
"6308","Smooth muscle cells",8,NA,"UP000006710"
"6309","Spermatocytes",8,NA,"UP000006710"
"6310","Spermatogonia",8,NA,"UP000006710"
"6311","Squamous epithelial cells",8,NA,"UP000006710"
"6312","Suprabasal keratinocytes",8,NA,"UP000006710"
"6313","Syncytiotrophoblasts",6,2,"UP000006710"
"6314","T-cells",8,NA,"UP000006710"
"6315","Undifferentiated cells",8,NA,"UP000006710"
"6316","dendritic cells",8,NA,"UP000006710"
"6317","granulocytes",8,NA,"UP000006710"
"6318","monocytes",8,NA,"UP000006710"
"6319","Adipocytes",1,NA,"UP000007226"
"6320","Alveolar cells type 1",1,NA,"UP000007226"
"6321","Alveolar cells type 2",1,NA,"UP000007226"
"6322","Astrocytes",NA,1,"UP000007226"
"6323","B-cells",1,NA,"UP000007226"
"6324","Basal keratinocytes",1,NA,"UP000007226"
"6325","Basal prostatic cells",1,NA,"UP000007226"
"6326","Basal respiratory cells",1,NA,"UP000007226"
"6327","Basal squamous epithelial cells",1,NA,"UP000007226"
"6328","Bipolar cells",1,NA,"UP000007226"
"6329","Breast glandular cells",1,NA,"UP000007226"
"6330","Breast myoepithelial cells",1,NA,"UP000007226"
"6331","Cardiomyocytes",1,NA,"UP000007226"
"6332","Cholangiocytes",1,NA,"UP000007226"
"6333","Ciliated cells",1,NA,"UP000007226"
"6334","Club cells",1,NA,"UP000007226"
"6335","Collecting duct cells",1,NA,"UP000007226"
"6336","Cone photoreceptor cells",1,NA,"UP000007226"
"6337","Cytotrophoblasts",1,NA,"UP000007226"
"6338","Distal enterocytes",1,NA,"UP000007226"
"6339","Distal tubular cells",1,NA,"UP000007226"
"6340","Ductal cells",1,NA,"UP000007226"
"6341","Early spermatids",1,NA,"UP000007226"
"6342","Endometrial stromal cells",1,NA,"UP000007226"
"6343","Endothelial cells",1,NA,"UP000007226"
"6344","Enteroendocrine cells",1,NA,"UP000007226"
"6345","Erythroid cells",1,NA,"UP000007226"
"6346","Excitatory neurons",NA,1,"UP000007226"
"6347","Exocrine glandular cells",1,NA,"UP000007226"
"6348","Extravillous trophoblasts",1,NA,"UP000007226"
"6349","Fibroblasts",1,NA,"UP000007226"
"6350","Gastric mucus-secreting cells",1,NA,"UP000007226"
"6351","Glandular and luminal cells",1,NA,"UP000007226"
"6352","Granulosa cells",1,NA,"UP000007226"
"6353","Hepatocytes",1,NA,"UP000007226"
"6354","Hofbauer cells",1,NA,"UP000007226"
"6355","Horizontal cells",1,NA,"UP000007226"
"6356","Inhibitory neurons",NA,1,"UP000007226"
"6357","Intestinal goblet cells",1,NA,"UP000007226"
"6358","Ionocytes",1,NA,"UP000007226"
"6359","Kupffer cells",1,NA,"UP000007226"
"6360","Langerhans cells",1,NA,"UP000007226"
"6361","Late spermatids",1,NA,"UP000007226"
"6362","Leydig cells",1,NA,"UP000007226"
"6363","Lymphatic endothelial cells",1,NA,"UP000007226"
"6364","Macrophages",1,NA,"UP000007226"
"6365","Melanocytes",1,NA,"UP000007226"
"6366","Mesothelial cells",1,NA,"UP000007226"
"6367","Microglial cells",1,NA,"UP000007226"
"6368","Mucus glandular cells",1,NA,"UP000007226"
"6369","Muller glia cells",1,NA,"UP000007226"
"6370","NK-cells",1,NA,"UP000007226"
"6371","Oligodendrocyte precursor cells",1,NA,"UP000007226"
"6372","Oligodendrocytes",1,NA,"UP000007226"
"6373","Oocytes",1,NA,"UP000007226"
"6374","Ovarian stromal cells",1,NA,"UP000007226"
"6375","Pancreatic endocrine cells",1,NA,"UP000007226"
"6376","Paneth cells",1,NA,"UP000007226"
"6377","Peritubular cells",1,NA,"UP000007226"
"6378","Plasma cells",1,NA,"UP000007226"
"6379","Prostatic glandular cells",1,NA,"UP000007226"
"6380","Proximal enterocytes",1,NA,"UP000007226"
"6381","Proximal tubular cells",1,NA,"UP000007226"
"6382","Rod photoreceptor cells",1,NA,"UP000007226"
"6383","Salivary duct cells",1,NA,"UP000007226"
"6384","Schwann cells",1,NA,"UP000007226"
"6385","Secretory cells",1,NA,"UP000007226"
"6386","Serous glandular cells",1,NA,"UP000007226"
"6387","Sertoli cells",1,NA,"UP000007226"
"6388","Skeletal myocytes",1,NA,"UP000007226"
"6389","Smooth muscle cells",1,NA,"UP000007226"
"6390","Spermatocytes",1,NA,"UP000007226"
"6391","Spermatogonia",1,NA,"UP000007226"
"6392","Squamous epithelial cells",1,NA,"UP000007226"
"6393","Suprabasal keratinocytes",1,NA,"UP000007226"
"6394","Syncytiotrophoblasts",1,NA,"UP000007226"
"6395","T-cells",1,NA,"UP000007226"
"6396","Undifferentiated cells",1,NA,"UP000007226"
"6397","dendritic cells",1,NA,"UP000007226"
"6398","granulocytes",1,NA,"UP000007226"
"6399","monocytes",1,NA,"UP000007226"
"6400","Adipocytes",2,NA,"UP000006848"
"6401","Alveolar cells type 1",2,NA,"UP000006848"
"6402","Alveolar cells type 2",2,NA,"UP000006848"
"6403","Astrocytes",2,NA,"UP000006848"
"6404","B-cells",2,NA,"UP000006848"
"6405","Basal keratinocytes",2,NA,"UP000006848"
"6406","Basal prostatic cells",2,NA,"UP000006848"
"6407","Basal respiratory cells",2,NA,"UP000006848"
